timestamp,temperature,humidity,dew_point,pressure,wind_speed,wind_direction,station,latitude,longitude
2021-01-01T00:00,7.4,60,0.1,868.6,4.4,171,Pulchowk,27.6787,85.3168
2021-01-01T01:00,6.5,58,-1.1,867.7,3.7,169,Pulchowk,27.6787,85.3168
2021-01-01T02:00,5.7,55,-2.6,867.0,3.3,167,Pulchowk,27.6787,85.3168
2021-01-01T03:00,5.4,49,-4.4,866.9,2.6,164,Pulchowk,27.6787,85.3168
2021-01-01T04:00,5.4,43,-6.2,866.9,3.3,167,Pulchowk,27.6787,85.3168
2021-01-01T05:00,4.8,60,-2.4,867.3,4.1,165,Pulchowk,27.6787,85.3168
2021-01-01T06:00,5.0,55,-3.4,867.6,4.5,166,Pulchowk,27.6787,85.3168
2021-01-01T07:00,6.2,49,-3.7,868.9,5.5,169,Pulchowk,27.6787,85.3168
2021-01-01T08:00,11.4,39,-2.0,872.4,4.5,166,Pulchowk,27.6787,85.3168
2021-01-01T09:00,15.4,23,-5.4,874.8,1.8,360,Pulchowk,27.6787,85.3168
2021-01-01T10:00,17.2,19,-6.9,874.9,4.5,346,Pulchowk,27.6787,85.3168
2021-01-01T11:00,18.4,17,-6.8,874.7,6.3,336,Pulchowk,27.6787,85.3168
2021-01-01T12:00,19.0,19,-5.0,874.0,7.7,323,Pulchowk,27.6787,85.3168
2021-01-01T13:00,18.7,25,-1.6,873.1,8.9,328,Pulchowk,27.6787,85.3168
2021-01-01T14:00,17.8,34,1.6,872.3,9.2,334,Pulchowk,27.6787,85.3168
2021-01-01T15:00,16.9,40,3.1,871.9,7.6,335,Pulchowk,27.6787,85.3168
2021-01-01T16:00,15.2,48,4.4,871.4,4.0,350,Pulchowk,27.6787,85.3168
2021-01-01T17:00,13.8,56,5.1,871.1,4.9,17,Pulchowk,27.6787,85.3168
2021-01-01T18:00,12.8,59,5.0,871.1,0.8,153,Pulchowk,27.6787,85.3168
2021-01-01T19:00,10.1,72,5.3,870.3,3.0,166,Pulchowk,27.6787,85.3168
2021-01-01T20:00,9.3,74,4.9,870.0,2.3,162,Pulchowk,27.6787,85.3168
2021-01-01T21:00,8.7,77,5.0,869.9,2.2,171,Pulchowk,27.6787,85.3168
2021-01-01T22:00,8.4,79,5.0,869.7,2.9,173,Pulchowk,27.6787,85.3168
2021-01-01T23:00,8.1,79,4.7,869.1,3.3,174,Pulchowk,27.6787,85.3168
2021-01-02T00:00,7.7,78,4.1,868.8,2.5,172,Pulchowk,27.6787,85.3168
2021-01-02T01:00,7.5,73,3.0,868.4,2.5,172,Pulchowk,27.6787,85.3168
2021-01-02T02:00,7.2,67,1.4,867.9,2.5,172,Pulchowk,27.6787,85.3168
2021-01-02T03:00,7.0,60,-0.3,867.7,2.5,172,Pulchowk,27.6787,85.3168
2021-01-02T04:00,6.7,54,-1.9,867.5,2.6,164,Pulchowk,27.6787,85.3168
